ID,Title,URL,Authors,Venue,Venue Acronym,Venue Type,Year
121,An energy and performance aware consolidation technique for containerized datacenters,https://ieeexplore.ieee.org/abstract/document/8731726/ ,"AA Khan, M Zakarya, R Buyya, R Khan, M Khan, O Rana",Institute of Electrical and Electronics Engineers,IEEE Xplore,J,2019
122,Energy-aware coflow and antenna scheduling for hybrid server-centric data center networks,https://ieeexplore.ieee.org/abstract/document/8631005/ ,"T Li, S Santini",Institute of Electrical and Electronics Engineers,IEEE Xplore,J,2019
123,A whale optimization system for energy-efficient container placement in data centers,https://www.sciencedirect.com/science/article/pii/S0957417420305431 ,"A Al-Moalmi, J Luo, A Salah, K Li, L Yin",Elsevier,Elsevier,J,2021
128,Energy-efficient Virtual Machine Allocation Technique Using Flower Pollination Algorithm in Cloud Datacenter: A Panacea to Green Computing,https://link.springer.com/content/pdf/10.1007/s42235-019-0030-7.pdf ,"MJ Usman, AS Ismail, H Chizari, G Abdul-Salaam, AM Usman, AY Gital, O Kaiwartya, A Aliyu ",Springer,Springer,J,2019
136,Energy-efficient application assignment in profile-based data center management through a Repairing Genetic Algorithm,https://www.sciencedirect.com/science/article/pii/S1568494618301327 ,"M Vasudevan, YC Tian, M Tang, E Kozan, X Zhang",Elsevier,Elsevier,J,2018
141,"Joint minimization of the energy costs from computing, data transmission, and migrations in cloud data centers",https://ieeexplore.ieee.org/abstract/document/8267099/ ,"C Canali, L Chiaraviglio, R Lancellotti,  M Shojafar",Institute of Electrical and Electronics Engineers,IEEE Xplore,J,2018
147,Energy-efficient dynamic virtual machine management in data centers,https://ieeexplore.ieee.org/abstract/document/8626500/ ,"Z Han, H Tan, R Wang, G Chen, Y Li, FCM Lau",Institute of Electrical and Electronics Engineers,IEEE Xplore,J,2019
150,An Apriori-based energy-efficient Algorithm for SDN data center,https://ieeexplore.ieee.org/abstract/document/8982573/ ,"P HongYu, H TianLu",Institute of Electrical and Electronics Engineers,IEEE Xplore,C,2019
152,A Novel Approach to Adaptive Flow Scheduling for Energy Efficient Data Center Network,https://jit.ndhu.edu.tw/article/view/2085 ,"R Ranjana, S Radha, J Raja",Journal of Internet Technology,JIT,J,2019
154,CLOUD DATA CENTER BASED ENERGY EFFICIENT SCHEDULING OF SERVERS WITH MULTI-SLEEP MODES,https://jespublication.com/upload/2019-V10-I12-10.pdf ,"PS JYOTHI, BH BABU",Journal of Engineering Sciences,JES,J,2019
156,Short-term prediction model to maximize renewable energy usage in cloud data centers,https://link.springer.com/chapter/10.1007/978-3-319-62238-5_8 ,"A Khosravi, R Buyya",Springer,Springer,J,2018
168,Hybrid Best-Fit Heuristic for Energy Efficient Virtual Machine Placement in Cloud Data Centers,http://search.proquest.com/openview/21c57e9527878ff9b6c8a99d58d1bdb0/1?pq-origsite=gscholar&cbl=4477230 ,"S Jangiti, V Vijayakumar, V Subramaniyaswamy",EAI Endorsed Transactions on Energy Web,EAI,J,2020
169,An SDN Focused Approach for Energy Aware Traffic Engineering in Data Centers,https://www.mdpi.com/1424-8220/19/18/3980 ,"P Charalampou, ED Sykas",Multidisciplinary Digital Publishing Institute,MDPI,J,2019
170,Exploiting user provided information in dynamic consolidation of virtual machines to minimize energy consumption of cloud data centers,https://ieeexplore.ieee.org/abstract/document/8364052/ ,"MA Khan, AP Paplinski, AM Khan, M Murshed, R Buyya",Institute of Electrical and Electronics Engineers,IEEE Xplore,C,2018
171,DREAM: Distributed energy-aware traffic management for data center networks,https://dl.acm.org/doi/abs/10.1145/3307772.3328291,"L Zhou, LN Bhuyan, KK Ramakrishnan",Association for Computing Machinery,ACM,C,2019
174,Energy-oriented analysis of HPC cluster queues: emerging metrics for sustainable data center,https://link.springer.com/chapter/10.1007/978-3-030-21507-1_41 ,"A Grishina, M Chinnici, D De Chiara, E Rondeau, AL Kor",Springer,Springer,C,2018
177,"Energy efficiency of data center operating practices: Server clustering, powering on/off, and bang–bang control",https://onlinelibrary.wiley.com/doi/abs/10.1002/net.21752 ,"Y Cho, YM Ko",Wiley Online Library,Wiley,J,2018
179,Toward an Autonomic and Adaptive Load Management Strategy for Reducing Energy Consumption under Performance Constraints in Data Centers.,https://www.researchgate.net/profile/Abdulrahman_Nahhas/publication/333335432_Toward_an_Autonomic_and_Adaptive_Load_Management_Strategy_for_Reducing_Energy_Consumption_under_Performance_Constraints_in_Data_Centers/links/5d1b96fa92851cf440600900/Toward-an-Autonomic-and-Adaptive-Load-Management-Strategy-for-Reducing-Energy-Consumption-under-Performance-Constraints-in-Data-Centers.pdf ,"A Nahhas, S Bosse, M Pohl, K Turowski",researchgate.net,researchgate.net,C,2019
181,Utilization-prediction-aware virtual machine consolidation approach for energy-efficient cloud data centers,https://www.sciencedirect.com/science/article/pii/S074373151930190X ,"SY Hsieh, CS Liu, R Buyya, AY Zomaya",Elsevier,Elsevier,J,2020
183,Reducing energy consumption in SDN-based data center networks through flow consolidation strategies,https://dl.acm.org/doi/abs/10.1145/3297280.3297420 ,"MS Conterato, TC Ferreto, F Rossi, WS Marques, PSS Souza",Association for Computing Machinery,ACM,C,2019
184,An energy-saving strategy based on multi-server vacation queuing theory in cloud data center,https://link.springer.com/article/10.1007/s11227-018-2513-4 ,"Y Chunxia, J Shunfu",Springer,Springer,J,2018
186,Energy aware resource efficient-(eare) server consolidation framework for cloud datacenter,https://link.springer.com/chapter/10.1007/978-981-15-5341-7_111 ,"D Saxena, AK Singh",Springer,Springer,J,2020
188,"ESP-VDCE: Energy, SLA, and price-driven virtual data center embedding",https://ieeexplore.ieee.org/abstract/document/9148838/ ,"K Kaur, S Garg, G Kaddoum, S Guo",Institute of Electrical and Electronics Engineers,IEEE Xplore,C,2020
189,Virtual Machine Migration and Rack Consolidation for Energy Management in Cloud Data Centers,https://link.springer.com/chapter/10.1007/978-3-030-47560-4_22 ,"IG Hemanandhini, R Pavithra, P Sugantha Priyadharshini",Springer,Springer,C,2020
190,GreenPOD: Leveraging queuing networks for reducing energy consumption in data centers,https://ieeexplore.ieee.org/abstract/document/8401602/ ,"F Balde, H Elbiaze, B Gueye",Institute of Electrical and Electronics Engineers,IEEE Xplore,C,2018
192,Optimization of energy consumption of green data center in e-commerce,https://www.sciencedirect.com/science/article/pii/S2210537918302907 ,"Q Zhou, J Lou, Y Jiang",Elsevier,Elsevier,J,2019
193,Energy-aware dynamic resource management in elastic cloud datacenters,https://www.sciencedirect.com/science/article/pii/S1569190X18301825 ,"AA Khan, M Zakarya, R Khan",Elsevier,Elsevier,J,2019
194,EPBLA: energy-efficient consolidation of virtual machines using learning automata in cloud data centers,https://link.springer.com/content/pdf/10.1007/s10586-020-03066-6.pdf ,"N Rasouli, R Razavi, HR Faragardi",Springer,Springer,J,2020
195,An Energy Saving-Oriented Incentive Mechanism in Colocation Data Centers,https://ieeexplore.ieee.org/abstract/document/9209724/ ,"C Chi, K Ji, A Marahatta, F Zhang, Y Wang, Z Liu",Institute of Electrical and Electronics Engineers,IEEE Xplore,C,2020
199,Optimal Energy aware Dynamic Virtual Machine consolidation in Cloud Data Centers,https://ieeexplore.ieee.org/abstract/document/9029070/ ,"KS Reddi, SK Pasupuleti",Institute of Electrical and Electronics Engineers,IEEE Xplore,C,2019
200,Stochastic Modeling and Performance Analysis of Energy-Aware Cloud Data Center Based on Dynamic Scalable Stochastic Petri Net,http://www.cai.sk/ojs/index.php/cai/article/viewArticle/4918 ,"H He, Y Zhao, S Pang",Computing and Informatics,CAI,J,2020
201,An Energy-efficient Genetic-based Algorithm for Virtual Machine Placement in Cloud Datacenter,http://www.jmess.org/wp-content/uploads/2019/05/JMESSP13420537.pdf ,P Saeedi,Journal of Multidisciplinary Engineering Science Studies,JMESS,J,2019
203,Location-aware energy efficient virtual network embedding in software-defined optical data center networks,https://www.osapublishing.org/abstract.cfm?uri=jocn-10-7-B58 ,"Y Zong, Y Ou, A Hammad, K Kondepu, R Nejabati, D Simeonidou, Y Liu, L Guo",Journal of Optical Communications and Networking,JOCN,J,2018
204,Energy-Efficient Resource Allocation Strategy Based on Task Classification in Data Center,https://www.atlantis-press.com/proceedings/amcce-18/25895654 ,"H Li, S Ding, P Zhang, J Lai",Atlantis Press,AP,C,2018
206,An adaptive autonomic framework for optimizing energy consumption in the cloud data centers,http://www.inass.org/2019/2019083112.pdf ,"S Diouani, H Medromi",International Journal of Intelligent Engineering & Systems,INASS,J,2019
207,Minimizing SLA violation and power consumption in Cloud data centers using adaptive energy-aware algorithms,https://www.sciencedirect.com/science/article/pii/S0167739X17316059 ,"Z Zhou, J Abawajy, M Chowdhury, Z Hu, K Li, H Cheng, AA Alelaiwi, F Li",Elsevier,Elsevier,J,2018
211,Energy Optimization for Software-Defined Data Center Networks Based on Flow Allocation Strategies,https://www.mdpi.com/2079-9292/8/9/1014 ,"Z Lu, J Lei, Y He, Z Li, S Deng, X Gao",Multidisciplinary Digital Publishing Institute,MDPI,J,2019
213,A proposed energy and performance aware cloud framework for improving service level agreements (SLAs) in cloud datacenters,https://strathprints.strath.ac.uk/id/eprint/65612,"AAH Al-Mahruqi, V Athinarayanana…",International Journal of Applied Engineering Research,IJAER,J,2018
214,A reliable energy-aware approach for dynamic virtual machine consolidation in cloud data centers,https://link.springer.com/article/10.1007/s11227-018-2709-7,"MH Sayadnavard, AT Haghighat…",Springer,Springer,J,2019
219,Memory-aware resource management algorithm for low-energy cloud data centers,https://www.sciencedirect.com/science/article/pii/S0167739X20305835,"B Liang, X Dong, Y Wang, X Zhang",Elsevier,Elsevier,J,2020
220,Improving the energy efficiency of virtual data centers in an IT service provider through proactive fuzzy rules-based multicriteria decision making,https://link.springer.com/article/10.1007/s11227-018-2301-1,"A Cocaña-Fernández, J Rodríguez-Soares…",Springer,Springer,J,2019
222,ETAS: Energy and thermal‐aware dynamic virtual machine consolidation in cloud data center with proactive hotspot mitigation,https://onlinelibrary.wiley.com/doi/abs/10.1002/cpe.5221,"S Ilager, K Ramamohanarao…",Wiley Online Library,Wiley,J,2019
223,Energy efficient data center resources management using beam search algorithm,https://content.sciendo.com/view/journals/techtrans/11/4/article-p127.xml,"S Telenyk, O Rolik, E Zharikov…",content.sciendo.com,content.sciendo.com,J,2018
225,Towards an optimized energy consumption of resources in cloud data centers,https://link.springer.com/chapter/10.1007/978-3-030-02849-7_16,"S Diouani, H Medromi",Springer,Springer,C,2018
230,Energy and service level agreement aware resource allocation heuristics for cloud data centers,https://www.koreascience.or.kr/article/JAKO201811459665241.page,"K Sutha, GM Nawaz",koreascience.or.kr,koreascience.or.kr,J,2018
233,An energy-efficient algorithm for virtual machine placement optimization in cloud data centers,https://link.springer.com/content/pdf/10.1007/s10586-020-03096-0.pdf,"S Azizi, D Li",Springer,Springer,J,2020
235,DQN-based energy-efficient routing algorithm in software-defined data centers,https://journals.sagepub.com/doi/abs/10.1177/1550147720935775,"Z Yao, Y Wang, X Qiu",International Journal of Distributed Sensor Networks,journals.sagepub.com,J,2020
239,Optimized Energy Cost and Carbon Emission-Aware Virtual Machine Allocation in Sustainable Data Centers,https://www.mdpi.com/2071-1050/12/16/6383,"T Renugadevi, K Geetha, K Muthukumar, ZW Geem",Multidisciplinary Digital Publishing Institute,MDPI,J,2020
241,Joint server and network energy saving in data centers for latency-sensitive applications,https://ieeexplore.ieee.org/abstract/document/8425223/,"L Zhou, CH Chou, LN Bhuyan…",Institute of Electrical and Electronics Engineers,IEEE Xplore,C,2018
248,Erlang Based Server Selection Scheme Using Software Defined Networking in Datacenter for Energy Conservation,https://ieeexplore.ieee.org/abstract/document/8991670/,"A Husen, I Raza, SA Hussain",Institute of Electrical and Electronics Engineers,IEEE Xplore,C,2019
260,Energy-and locality-efficient multi-job scheduling based on MapReduce for heterogeneous datacenter,https://link.springer.com/article/10.1007/s11761-019-00273-x,"L Chen, ZH Liu",Springer,Springer,J,2019
261,Magnetic: Multi-agent machine learning-based approach for energy efficient dynamic consolidation in data centers,https://ieeexplore.ieee.org/abstract/document/8727486/,"K Haghshenas, A Pahlevan, M Zapater…",Institute of Electrical and Electronics Engineers,IEEE Xplore,J,2019
266,An energy-efficient VM placement method for cloud data centers using a hybrid genetic algorithm,https://www.emerald.com/insight/content/doi/10.1108/JSIT-10-2017-0089/full/html,"MA Kaaouache, S Bouamama",Journal of Systems and Information Technology,JSIT,J,2018
275,Joint optimization of energy saving and load balancing for data center networks based on software defined networks,https://onlinelibrary.wiley.com/doi/abs/10.1002/cpe.6134,"Y He, Z Lu, J Lei, S Deng, X Gao",Wiley Online Library,Wiley,J,2020
276,"Managing energy, performance and cost in large scale heterogeneous datacenters using migrations",https://www.sciencedirect.com/science/article/pii/S0167739X17326249,"M Zakarya, L Gillam",Elsevier,Elsevier,J,2019
278,A big data-enabled consolidated framework for energy efficient software defined data centers in IoT setups,https://ieeexplore.ieee.org/abstract/document/8825507/,"K Kaur, S Garg, G Kaddoum…",Institute of Electrical and Electronics Engineers,IEEE Xplore,J,2019
284,Type-aware virtual machine management for energy efficient cloud data centers,https://www.sciencedirect.com/science/article/pii/S2210537917304249,"A Al-Dulaimy, W Itani, R Zantout, A Zekri",Elsevier,Elsevier,J,2018
287,A novel coalitional game-theoretic approach for energy-aware dynamic VM consolidation in heterogeneous cloud datacenters,https://link.springer.com/chapter/10.1007/978-3-030-23499-7_7,"X Xiao, Y Xia, F Zeng, W Zheng, X Sun, Q Peng…",Springer,Springer,C,2019
289,An Incentive Mechanism for Improving Energy Efficiency of Colocation Data Centers Based on Power Prediction,https://ieeexplore.ieee.org/abstract/document/9219590/,"C Chi, K Ji, A Marahatta, F Zhang…",Institute of Electrical and Electronics Engineers,IEEE Xplore,C,2020
290,Resource scheduling for energy-efficient in cloud-computing data centers,https://ieeexplore.ieee.org/abstract/document/8622869/,"S Xu, L Liu, L Cui, X Chang, H Li",Institute of Electrical and Electronics Engineers,IEEE Xplore,C,2018
293,Energy-Efficient Resource Provisioning using Adaptive Harmony Search Algorithm for Compute-Intensive Workloads with Load Balancing in Datacenters,https://www.mdpi.com/2076-3417/10/7/2323,"T Renugadevi, K Geetha, K Muthukumar, ZW Geem",Multidisciplinary Digital Publishing Institute,MDPI,J,2020
294,SLA-aware and energy-efficient VM consolidation in cloud data centers using robust linear regression prediction model,https://ieeexplore.ieee.org/abstract/document/8606094/,"L Li, J Dong, D Zuo, J Wu",Institute of Electrical and Electronics Engineers,IEEE Xplore,J,2019
298,"Performance & Energy Consumption Metrics Of A Data Center According To The Energy Consumption Models Cubic, Linear, Square And Square Root",https://ieeexplore.ieee.org/abstract/document/8931339/,"C Saad-Eddine, B Younes",Institute of Electrical and Electronics Engineers,IEEE Xplore,C,2019
305,New six-phase on-line resource management process for energy and sla efficient consolidation in cloud data centers.,https://pdfs.semanticscholar.org/c99b/2673db1e4879ded860a78e5cea1b40af7cab.pdf,"E Arianyan, H Taheri, S Sharifian…",International Arab Journal of Information Technology,IAJIT,J,2018
314,EnLoB: Energy and load balancing-driven container placement strategy for data centers,https://ieeexplore.ieee.org/abstract/document/9024592/,"K Kaur, S Garg, G Kaddoum, F Gagnon…",Institute of Electrical and Electronics Engineers,IEEE Xplore,W,2019
316,Energy aware virtual machine scheduling in data centers,https://www.mdpi.com/1996-1073/12/4/646,"Y Qiu, C Jiang, Y Wang, D Ou, Y Li, J Wan",Multidisciplinary Digital Publishing Institute,MDPI,J,2019
320,Energy-Efficient Resource Allocation in Data Centers Using a Hybrid Evolutionary Algorithm,https://link.springer.com/chapter/10.1007/978-981-15-3689-2_4,"VD Reddy, GR Gangadharan, G Rao…",Springer,Springer,J,2020
323,Energy efficient scheduling of servers with multi-sleep modes for cloud data center,https://ieeexplore.ieee.org/abstract/document/8356052/,"C Gu, Z Li, H Huang, X Jia",Institute of Electrical and Electronics Engineers,IEEE Xplore,J,2018
325,Availability-aware and Energy-efficient Virtual Cluster Allocation Based on Multi-objective Optimization in Cloud Datacenters,https://ieeexplore.ieee.org/abstract/document/9006914/,"X Liu, B Cheng, S Wang",Institute of Electrical and Electronics Engineers,IEEE Xplore,J,2020
326,Simultaneous application assignment and virtual machine placement via ant colony optimization for energy-efficient enterprise data centers,https://link.springer.com/article/10.1007/s10586-020-03186-z,"F Alharbi, YC Tian, M Tang, MH Ferdaus, WZ Zhang…",Springer,Springer,J,2020
327,Green IT scheduling for data center powered with renewable energy,https://www.sciencedirect.com/science/article/pii/S0167739X17300092,"L Grange, G Da Costa, P Stolf",Elsevier,Elsevier,J,2018
330,SLA-Aware and Energy-Efficient VM Consolidation in Cloud Data Centers Using Host State Binary Decision Tree Prediction Model,https://www.jstage.jst.go.jp/article/transinf/E102.D/10/E102.D_2018EDP7441/_article/-char/ja/,"L Li, J Dong, D Zuo, Y Zhao, T Li",jstage.jst.go.jp,jstage.jst.go.jp,J,2019
334,Prediction Method of Energy Consumption Based on Multiple Energy-Related Features in Data Center,https://ieeexplore.ieee.org/abstract/document/9047328/,"Y Liang, Z Hu",Institute of Electrical and Electronics Engineers,IEEE Xplore,C,2019
335,Energy-Saving Resource Allocation in Cloud Data Centers,https://ieeexplore.ieee.org/abstract/document/9022819/,"MM Than, T Thein",Institute of Electrical and Electronics Engineers,IEEE Xplore,C,2020
340,Energy-Efficient Resource Allocation Technique Using Flower Pollination Algorithm for Cloud Datacenters,https://link.springer.com/chapter/10.1007/978-3-319-99007-1_2,"MJ Usman, AS Ismail, AY Gital, A Aliyu…",Springer,Springer,C,2018
350,Adaptive Multi-Threshold Energy-Aware Virtual Machine Consolidation in Cloud Data Center,https://ieeexplore.ieee.org/abstract/document/8963569/,"Y Hu, D Ding, K Kang, T Li",Institute of Electrical and Electronics Engineers,IEEE Xplore,C,2019
351,Energy-efficient VM-placement in cloud data center,https://www.sciencedirect.com/science/article/pii/S2210537917302536,"SK Mishra, D Puthal, B Sahoo, PP Jayaraman…",Elsevier,Elsevier,J,2018
359,Prediction-Based Joint Energy Optimization for Virtualized Data Centers,https://dl.acm.org/doi/abs/10.1145/3374135.3385279,"M Al-Tarazi, JM Chang",Association for Computing Machinery,ACM,C,2020
362,Renewable energy-aware big data analytics in geo-distributed data centers with reinforcement learning,https://ieeexplore.ieee.org/abstract/document/8309283/,"C Xu, K Wang, P Li, R Xia, S Guo…",Institute of Electrical and Electronics Engineers,IEEE Xplore,J,2018
371,Classification-based and energy-efficient dynamic task scheduling scheme for virtualized cloud data center,https://ieeexplore.ieee.org/abstract/document/8721126/,"A Marahatta, S Pirbhulal, F Zhang…",Institute of Electrical and Electronics Engineers,IEEE Xplore,J,2019
373,Delayed Best-Fit Task Scheduling to Reduce Energy Consumption in Cloud Data Centers,https://ieeexplore.ieee.org/abstract/document/8875333/,"Z Dong, W Zhuang…",Institute of Electrical and Electronics Engineers,IEEE Xplore,C,2019
376,Energy Efficiency MapReduce Job Scheduling of Shuffle and Reduce Phases in Data Center,https://link.springer.com/chapter/10.1007/978-3-030-15127-0_22,"J Wang, X Li, X Zhu",Springer,Springer,C,2018
377,MEnSuS: An efficient scheme for energy management with sustainability of cloud data centers in edge–cloud environment,https://www.sciencedirect.com/science/article/pii/S0167739X17321581,"GS Aujla, N Kumar",Elsevier,Elsevier,J,2018
378,Energy-aware virtual machines allocation by krill herd algorithm in cloud data centers,https://www.sciencedirect.com/science/article/pii/S2405844019357263,"M Soltanshahi, R Asemi, N Shafiei",Elsevier,Elsevier,J,2019
382,Energy-Efficient Algorithm for Load Balancing and VMs Reassignment in Data Centers,https://ieeexplore.ieee.org/abstract/document/8488203/,"N Djennane, R Aoudjit…",Institute of Electrical and Electronics Engineers,IEEE Xplore,C,2018
384,Efficient techniques for energy saving in data center networks,https://www.sciencedirect.com/science/article/pii/S014036641830121X,"Z Chkirbene, A Gouissem, R Hadjidj, S Foufou…",Elsevier,Elsevier,J,2018
385,Slow Replica and Shared Protection: Energy-Efficient and Reliable Task Assignment in Cloud Data Centers,https://ieeexplore.ieee.org/abstract/document/8759087/,"Y Fan, C Wang, W Wu, T Znati…",Institute of Electrical and Electronics Engineers,IEEE Xplore,J,2019
395,A novel scheduling approach to improve the energy efficiency in cloud computing data centers,https://link.springer.com/article/10.1007/s12652-020-02283-6,"JK Jeevitha, G Athisha",Springer,Springer,J,2020
401,An on-line virtual machine consolidation strategy for dual improvement in performance and energy conservation of server clusters in cloud data centers,https://ieeexplore.ieee.org/abstract/document/8937836/,"W Lin, W Wu, L He",Institute of Electrical and Electronics Engineers,IEEE Xplore,J,2019
406,Joint Energy Optimization of Cooling Systems and Virtual Machine Consolidation in Data Centers,https://ieeexplore.ieee.org/abstract/document/9209712/,"H Liu, WK Wong, S Ye…",Institute of Electrical and Electronics Engineers,IEEE Xplore,C,2020
408,Reinforcement learning based methodology for energy-efficient resource allocation in cloud data centers,https://www.sciencedirect.com/science/article/pii/S1319157818306554,"T Thein, MM Myo, S Parvin, A Gawanmeh",Elsevier,Elsevier,J,2018
410,An integer linear programming model and adaptive genetic algorithm approach to minimize energy consumption of cloud computing data centers,https://www.sciencedirect.com/science/article/pii/S0045790617319808,"H Ibrahim, RO Aburukba, K El-Fakih",Elsevier,Elsevier,J,2018
414,Embedding individualized machine learning prediction models for energy efficient VM consolidation within Cloud data centers,https://www.sciencedirect.com/science/article/pii/S0167739X19308969,"SM Moghaddam, M O'Sullivan, C Walker…",Elsevier,Elsevier,J,2020
415,Energy Efficient Cloud Data Center Using Dynamic Virtual Machine Consolidation Algorithm,https://link.springer.com/chapter/10.1007/978-3-030-20485-3_40,"C Thiam, F Thiam",Springer,Springer,C,2019
418,Bridging Server and Cooling: Toward Effective Energy Management in Data Centers,https://ieeexplore.ieee.org/abstract/document/8975843/,"B Zhou, X Song, X Shi, Y Lu…",Institute of Electrical and Electronics Engineers,IEEE Xplore,C,2019
419,An Energy-Efficient Task Scheduling Mechanism with Switching On/Sleep Mode of Servers in Virtualized Cloud Data Centers,https://www.hindawi.com/journals/mpe/2020/4176308/,"C Yin, J Liu, S Jin",hindawi.com,hindawi.com,J,2020
420,Exact algorithms for energy-efficient virtual machine placement in data centers,https://www.sciencedirect.com/science/article/pii/S0167739X19319594,"C Wei, ZH Hu, YG Wang",Elsevier,Elsevier,J,2020
422,SLA-Aware and Energy-Efficient VM Consolidation in Cloud Data Centers Using Host States Naive Bayesian Prediction Model,https://ieeexplore.ieee.org/abstract/document/8672350/,"L Li, J Dong, D Zuo, JI Liu",Institute of Electrical and Electronics Engineers,IEEE Xplore,C,2018
426,An empirical evaluation of energy-aware load balancing technique for cloud data center,https://link.springer.com/content/pdf/10.1007/s10586-017-1166-z.pdf ,"NJ Kansal, I Chana",Springer,Springer,J,2018
427,Energy-aware virtual machine allocation and selection in cloud data centers,https://link.springer.com/article/10.1007/s00500-017-2905-z ,"VD Reddy, GR Gangadharan, GSVRK Rao",Springer,Springer,J,2019
428,Energy-efficient and sla-aware virtual machine selection algorithm for dynamic resource allocation in cloud data centers,https://ieeexplore.ieee.org/abstract/document/8603157/ ,"SM Moghaddam, SF Piraghaj, M OS'ullivan, C Walker, C Unsworth",Institute of Electrical and Electronics Engineers,IEEE Xplore,C,2018
